Date,IPO_Name,Profile,Issue_Size,QIB,HNI,RII,Total,Bid_Price,Listing_Open,Listing_Close,Listing_Gains,CMP,Current_Gains
25-03-21,Laxmi Organic,/ipo/laxmi-organic_LOI01.html,600.0,1.13,0.73,4.41,2.68,130.0,173.0,164.6,26.62,432.5,232.69
24-03-21,Anupam Rasayan,/ipo/anupam-rasayan_ARI02.html,760.0,30.8,62.06,4.62,23.86,555.0,534.7,525.9,-5.24,813.7,46.61
19-03-21,Easy Trip,/ipo/easy-trip_ETP01.html,510.0,0.0,2.79,14.48,3.39,187.0,182.0,208.3,11.39,516.95,176.44
15-03-21,MTAR Tech,/ipo/mtar-tech_MT14.html,596.41,52.01,522.35,12.78,133.18,575.0,990.05,1082.25,88.22,1890.0,228.7
05-03-21,Heranba,/ipo/heranba_HI14.html,60.0,25.98,108.72,4.82,33.13,627.0,900.0,812.25,29.55,670.0,6.86
26-02-21,Railtel,/ipo/railtel_RCO01.html,819.24,22.03,51.4,7.08,20.68,94.0,109.0,121.4,29.15,121.3,29.04
25-02-21,Nureca,/ipo/nureca_N10.html,100.0,0.24,17.1,74.29,17.98,400.0,634.95,666.65,66.66,1500.0,275.0
05-02-21,Stove Kraft,/ipo/stove-kraft_SK02.html,412.63,8.02,32.72,26.04,18.03,385.0,498.0,445.95,15.83,994.2,158.23
03-02-21,Home First,/ipo/home-first_HFF.html,1153.72,52.53,39.0,6.59,26.66,518.0,612.15,527.4,1.81,765.75,47.83
02-02-21,Indigo Paints,/ipo/indigo-paints_IP07.html,1170.56,96.21,115.76,6.5,54.84,1490.0,2607.5,3118.65,109.31,2282.4,53.18
29-01-21,IRFC,/ipo/irfc_IRF.html,4633.0,0.89,0.52,1.59,1.16,26.0,25.0,24.85,-4.42,23.6,-9.23
01-01-21,Antony Waste,/ipo/antony-waste_AWH.html,300.53,0.64,0.28,7.22,3.85,315.0,430.0,407.25,29.29,305.3,-3.08
24-12-20,Bectors Food,/ipo/bectors-food_MBF01.html,540.54,176.85,620.86,29.33,198.02,288.0,501.0,595.55,106.79,400.45,39.05
14-12-20,Burger King,/ipo/burger-king_BKI01.html,796.5,86.64,354.11,68.15,156.65,60.0,115.35,138.4,130.67,155.25,158.75
20-11-20,Gland,/ipo/gland_GP14.html,6479.55,6.4,0.51,0.24,2.06,1500.0,1710.0,1820.45,21.36,3418.35,127.89
02-11-20,Equitas Bank,/ipo/equitas-bank_ESF.html,517.6,3.91,0.22,2.08,1.95,33.0,31.0,32.75,-0.76,63.95,93.79
12-10-20,Mazagon Dock,/ipo/mazagon-dock_MDS01.html,443.69,89.71,678.88,35.63,157.41,145.0,216.25,173.0,19.31,289.3,99.52
12-10-20,UTI AMC,/ipo/uti-amc_UA03.html,2159.88,3.34,0.93,2.32,2.31,554.0,476.2,476.6,-13.97,1038.4,87.44
05-10-20,Angel One,/ipo/angel-one_ABL03.html,600.0,5.74,0.69,4.31,3.94,306.0,275.0,275.85,-9.85,1164.6,280.59
01-10-20,Chemcon Special,/ipo/chemcon-special_CSC02.html,318.0,113.54,449.14,41.21,149.33,340.0,731.0,584.8,72.0,369.8,8.76
01-10-20,CAMS,/ipo/cams_CAM.html,2244.33,73.18,111.85,5.55,46.99,1230.0,1535.0,1401.6,13.95,3052.45,148.17
21-09-20,Route,/ipo/route_RML02.html,600.0,89.76,192.81,12.67,73.3,350.0,708.0,651.1,86.03,1924.9,449.97
17-09-20,Happiest Minds,/ipo/happiest-minds-_HMT01.html,702.02,77.43,351.46,70.94,150.98,166.0,351.0,371.0,123.49,1265.9,662.59
23-07-20,Rossari,/ipo/rossari_RB04.html,496.25,2.75,4.34,2.51,2.97,425.0,670.0,742.35,74.67,1440.5,238.94
16-03-20,SBI Card,/ipo/sbi-card_SCP03.html,10286.2,57.18,45.23,2.5,26.54,755.0,658.0,683.2,-9.51,1029.35,36.34
30-12-19,Prince Pipes,/ipo/prince-pipes_PPF.html,500.0,3.54,1.21,1.89,2.21,178.0,160.0,166.6,-6.4,837.05,370.25
12-12-19,Ujjivan Small,/ipo/ujjivan-small_USF.html,750.0,110.72,473.0,49.09,165.68,37.0,58.75,55.9,51.08,19.5,-47.3
04-12-19,CSB Bank,/ipo/csb-bank_CB08.html,409.68,38.85,45.49,9.01,35.24,195.0,275.0,300.1,53.9,292.0,49.74
14-10-19,IRCTC,/ipo/irctc_IRC.html,635.04,108.79,354.52,14.94,111.95,320.0,644.0,145.72,-54.46,890.7,178.34
20-08-19,Sterling & Wils,/ipo/sterling-and-wils_SWS.html,3125.0,1.02,0.89,0.3,0.85,780.0,700.0,725.35,-7.01,399.1,-48.83
04-07-19,Indiamart Inter,/ipo/indiamart-inter_II22.html,474.12,30.83,62.13,14.07,36.21,973.0,1180.0,1302.55,33.87,7645.0,685.71
08-05-19,Neogen,/ipo/neogen_NC12.html,131.48,30.49,113.88,16.06,41.18,0.0,251.0,263.55,0.0,1335.25,0.0
15-04-19,Metropolis,/ipo/metropolis_MH09.html,1200.18,8.88,3.03,2.21,5.84,880.0,960.0,959.55,9.04,3174.0,260.68
11-04-19,Rail Vikas,/ipo/rail-vikas_RVN.html,430.88,1.36,0.8,2.92,1.82,19.0,19.0,19.05,0.26,36.05,89.74
01-04-19,Embassy Office,/ipo/embassy-office_EOP.html,4750.0,2.15,3.09,0.31,2.57,300.0,300.0,314.1,4.7,366.85,22.28
29-03-19,MSTC,/ipo/mstc_M14.html,213.81,1.13,2.15,2.95,1.46,128.0,111.0,114.2,-10.78,352.65,175.51
07-02-19,Chalet Hotels,/ipo/chalet-hotels_CH03.html,1628.84,4.66,1.1,0.03,1.57,280.0,291.0,290.4,3.71,269.9,-3.61
04-02-19,Xelpmoc Design,/ipo/xelpmoc-design-_XDT.html,23.0,1.24,7.69,2.64,3.25,66.0,56.0,58.8,-10.91,399.9,505.91
08-10-18,AAVAS Financier,/ipo/aavas-financier_AF32.html,1729.2,2.77,0.26,0.25,0.97,821.0,758.0,773.15,-5.83,2785.75,239.31
23-08-18,CreditAccess Gr,/ipo/creditaccess-gr_CG02.html,1126.44,5.52,0.98,0.88,2.22,422.0,393.0,420.8,-0.28,585.0,38.63
30-07-18,TCNS Clothing C,/ipo/tcns-clothing-c_TCC.html,1121.98,13.47,5.08,0.67,5.27,716.0,715.0,657.8,-8.13,837.3,16.94
02-07-18,RITES,/ipo/rites_R06.html,453.6,71.72,194.56,15.74,67.24,185.0,190.0,170.16,-8.02,284.7,53.89
02-07-18,Fine Organics,/ipo/fine-organics_FOI.html,597.87,12.86,21.01,1.62,8.99,783.0,815.0,822.8,5.08,3567.0,355.56
21-05-18,Indostar Capita,/ipo/indostar-capita_ICF01.html,1844.0,16.08,6.91,1.48,6.8,572.0,600.6,585.5,2.36,258.5,-54.81
05-04-18,ICICI Securitie,/ipo/icici-securitie_ISL03.html,4016.0,0.54,0.05,0.39,0.36,520.0,435.0,444.9,-14.44,771.55,48.38
04-04-18,Mishra Dhatu Ni,/ipo/mishra-dhatu-ni_MDN.html,438.38,1.96,0.12,0.72,1.21,0.0,93.1,90.0,0.0,194.1,0.0
28-03-18,Hindustan Aeron,/ipo/hindustan-aeron_HAL.html,4229.0,1.73,0.03,0.39,0.99,1215.0,1159.0,1128.35,-7.13,1375.75,13.23
27-03-18,Bandhan Bank,/ipo/bandhan-bank_BB09.html,4473.0,38.67,13.89,1.2,14.63,375.0,485.0,477.2,27.25,305.8,-18.45
23-03-18,Bharat Dynamics,/ipo/bharat-dynamics_BDL01.html,960.94,1.5,0.5,1.41,1.3,428.0,360.0,390.7,-8.71,411.9,-3.76
09-03-18,HG Infra Engg,/ipo/hg-infra-engg_HIE.html,457.7,8.37,4.97,3.08,4.98,270.0,270.0,270.05,0.02,666.05,146.69
26-02-18,Aster DM Health,/ipo/aster-dm-health_ADH.html,980.14,2.1,0.55,1.18,1.31,190.0,182.0,179.85,-5.34,196.4,3.37
08-02-18,Galaxy Surfacta,/ipo/galaxy-surfacta_GSL06.html,937.09,54.67,6.96,6.0,20.0,1480.0,1525.0,1698.1,14.74,2990.75,102.08
30-01-18,Amber Enterpris,/ipo/amber-enterpris_AEI01.html,600.0,174.99,519.26,11.65,165.42,859.0,1175.0,1237.25,44.03,3391.75,294.85
29-01-18,Newgen Software,/ipo/newgen-software_NST01.html,424.62,15.62,5.52,5.18,8.25,245.0,256.0,253.0,3.27,596.75,143.57
22-01-18,Apollo Micro Sy,/ipo/apollo-micro-sy_AMS.html,156.0,101.93,958.07,40.19,248.51,275.0,478.0,454.1,65.13,115.05,-58.16
29-12-17,Astron Paper &,/ipo/astron-paper-and-_APB.html,70.0,103.35,396.99,77.93,243.29,50.0,120.75,119.7,139.4,50.7,1.4
18-12-17,Future Supply,/ipo/future-supply_FSC.html,649.69,12.36,11.15,3.28,7.56,664.0,674.0,685.8,3.28,65.7,-90.11
15-12-17,Shalby,/ipo/shalby-_SL17.html,504.8,4.34,0.42,2.98,2.82,248.0,237.0,239.25,-3.53,149.3,-39.8
